icao_code,iata_code,manufacturer,name,description,wtc,service_ceiling,absolute_ceiling,climb_rate,approach_speed,cruise_speed,maximum_speed,never_exceed_speed,fuselage_height,fuselage_width,height,length,wing_area,wingspan,main_rotor_area,main_rotor_diameter,fuel_capacity,operating_range,ferry_range,oew,auw,mlw,mrw,mtow,mzfw,type_certificate
JCRU,,AASI,Jetcruzer,L1T,L,30000,,2634,,310,320,,,,3.18,8.59,17.95,12.85,,,,1478,,1352,,,,2268,,
JPRO,,BAC,145 Jet Provost,L1J,L,36750,,4000,,,382,,,,3.10,10.36,19.85,10.77,,,,780,,2217,3170,,,4173,,
JS31,J31,British Aerospace,BAe-3100 Jetstream 31,L2T,M,25000,,2080,,230,263,,,,5.32,14.37,25.20,15.85,,,,680,,4360,,,,6954,,
JS32,J32,British Aerospace,BAe-3200 Jetstream 32,L2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
JS41,J41,British Aerospace,BAe-4100 Jetstream 41,L2T,M,26000,,2200,,260,295,315,,,5.74,19.25,32.59,18.29,,,3305,774,,6474,,10569,10932,10886,9707,
K35E,,Boeing,KC-135 Stratotanker (TF33 engines),L4J,H,50000,,4900,,461,504,,,,12.70,41.53,226.00,39.88,,,113398,1304,9572,56245,134717,,,146284,,
K35R,,Boeing,KC-135 Stratotanker (CFM56 engines),L4J,H,50000,,4900,,461,504,,,,12.70,41.53,226.00,39.88,,,113398,1304,9572,56245,134717,,,146284,,
KC39,,Embraer,KC-390,L2J,M,36000,,,,470,533,,,,11.84,35.20,,35.05,,,28750,3140,4600,,,,,86999,,
KE3,,Boeing,KE-3,L4J,H,,,,,,,,,,,,,,,,,,,,,,,,,
L10,,Lockheed,L-10 Electra,L2P,L,21250,23200,1000,56,169,182,,,,3.07,11.76,42.58,17.00,,,734,700,,2869,4581,,,,,
L101,L10,Lockheed,L-1011 TriStar,L3J,H,42000,,,138,520,,,,,16.87,54.17,321.10,47.35,,,90150,2680,,110000,,,,200000,,
L12,,Lockheed,L-12 Electra Junior,L2P,L,22900,,1400,,185,196,,,,2.97,11.07,32.70,15.09,,,,700,,2615,3810,,,3924,,
L14,,Lockheed,L-14 Super Electra,L2P,M,24500,,1520,,187,220,,,,3.48,13.51,51.19,19.96,,,2440,740,,4876,7099,,,7938,,
L159,,Aero Vodochody,L-159 Alca,L1J,M,43300,,12200,,,505,520,,,4.87,12.72,18.80,9.54,,,,850,,4350,,,,8000,,
L18,,Lockheed,L-18 Lodestar,L2P,M,30100,,,,170,231,,,,3.61,15.19,51.20,19.96,,,,2200,,5670,7983,,,9525,,
L188,LOE,Lockheed,L-188 Electra,L4T,M,28400,,1970,,324,389,,,,10.01,31.85,120.00,30.18,,,20900,1900,,26036,,,,51256,,
L29,,Aero Vodochody,L-29 Delfin,L1J,L,36000,,2755,91,,354,440,,,3.13,10.81,19.80,10.29,,,962,483,,2280,,,,3280,,
L29A,,Lockheed,L-1329 Jetstar,L4J,M,,,,132,,,,,,,,,,,,,,,,,,,,,
L29B,,Lockheed,L-1329 Jetstar II,L4J,M,43000,,4150,,438,476,,,,6.22,18.41,50.40,16.59,,,,2604,,11226,18840,,,20185,,
L37,,Lockheed,Ventura,L2P,M,26300,,2035,,200,280,,,,3.60,15.70,51.20,20.00,,,,1440,2300,9161,14061,,,15422,,
L39,,Aero Vodochody,L-39 Albatros,L1J,L,36000,,4100,,,400,530,,,4.77,12.13,18.80,9.46,,,,590,940,3455,,,,4700,,
L59,,Aero Vodochody,L-59 Super Albatros,L1J,L,38700,,5510,,,467,,,,4.77,12.20,18.80,9.54,,,1537,1100,,4030,,,,7000,,
L60,,Aero Vodochody,L-60 Brigadyr,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
L90,,Aermacchi,M-290 RediGO,L1T,L,20800,,1830,65,176,191,224,,,3.20,8.53,14.80,10.60,,,,540,,970,,,,1600,,
LA60,,Aermacchi,AL-60,L1P,L,22000,,840,61,120,150,153,,,3.25,8.79,19.54,11.84,,,322,478,,998,,,,1746,,
LANC,,Avro,683 Lancaster,L4P,M,21400,,720,,170,245,,,,6.25,21.13,120.50,31.09,,,,2200,,16738,24948,,,30844,,
LJ24,,Learjet,24,L2J,L,45000,,6800,113,418,474,493,,,3.73,13.18,21.53,10.85,,,3200,1473,,3234,,,,6123,,
LJ25,,Learjet,25,L2J,L,45000,,6050,118,464,,,,,3.73,14.50,21.53,10.85,,,2710,1535,,3465,,,,6804,,
LJ31,,Learjet,31,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
LJ35,,Learjet,35,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
LJ40,,Learjet,40,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
LJ45,,Learjet,45,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
LJ55,,Learjet,55,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
LJ60,,Learjet,60,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
LJ75,,Learjet,75,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
LTNG,,English Electric,Lightning,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
M10,,Mooney,M-10 Cadet,L1P,L,,,,52,,,,,,,,,,,,,,,,,,,,,
M10F,,Mooney,M-10T,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
M10R,,Mooney,M-10J,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
M20P,,Mooney,M20,L1P,L,,,,65,,,,,,,,,,,,,,,,,,,,,
M20T,,Mooney,M20 Turbo,L1P,L,,,,77,,,,,,,,,,,,,,,,,,,,,
M22,,Mooney,M-22 Mustang,L1P,L,,,,78,,,,,,,,,,,,,,,,,,,,,
M308,,Aermacchi,MB-308,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
M326,,Aermacchi,MB-326,L1J,L,,,,103,,,,,,,,,,,,,,,,,,,,,
M339,,Aermacchi,MB-339,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
M346,,Aermacchi,M-346 Master,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
M600,,Piper,PA-46-600TP,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
MD11,M11,McDonnell Douglas,MD-11,L3J,H,,,,,,,,,,,,,,,,,,,,,,,,,
MD52,,MD Helicopters,MD-520,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
MD60,,MD Helicopters,MD-600,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
MD81,M81,McDonnell Douglas,MD-81,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MD82,M82,McDonnell Douglas,MD-82,L2J,M,,,,134,,,,,,,,,,,,,,,,,,,,,
MD83,M83,McDonnell Douglas,MD-83,L2J,M,,,,144,,,,,,,,,,,,,,,,,,,,,
MD87,M87,McDonnell Douglas,MD-87,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MD88,M88,McDonnell Douglas,MD-88,L2J,M,,,,144,,,,,,,,,,,,,,,,,,,,,
MD90,M90,McDonnell Douglas,MD-90,L2J,M,,,,138,,,,,,,,,,,,,,,,,,,,,
ME08,,Messerschmitt,Bf 108 Taifun,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
ME09,,Messerschmitt,Bf 109,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
ME62,,Messerschmitt,Me 262 Schwalbe,L2J,L,,,,,,,,,,,,,,,,,,,,,,,,,
MG15,,Mikoyan-Gurevich,MiG-15,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
MG17,,Mikoyan-Gurevich,MiG-17,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
MG19,,Mikoyan-Gurevich,MiG-19,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MG21,,Mikoyan-Gurevich,MiG-21,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MG23,,Mikoyan-Gurevich,MiG-23,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MG25,,Mikoyan-Gurevich,MiG-25,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MG29,,Mikoyan-Gurevich,MiG-29,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MG31,,Mikoyan-Gurevich,MiG-31,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MG44,,Mikoyan-Gurevich,MiG 1.44 Flatpack,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MGAT,,Mikoyan-Gurevich,MiG-AT,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
MIR2,,Dassault,Mirage 2000,L1J,M,,,,175,,,,,,,,,,,,,,,,,,,,,
MIRA,,Dassault,Mirage,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MITE,,Mooney,M-18 Mite,L1P,L,,,,51,,,,,,,,,,,,,,,,,,,,,
MOSQ,,De Havilland,DH-98 Mosquito,L2P,M,,,,,,,,,,,,,,,,,,,,,,,,,
MRF1,,Dassault,Mirage F1,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
MS23,,Morane-Saulnier,MS.230,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
MS31,,Morane-Saulnier,MS.315,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
MS73,,Morane-Saulnier,MS.733 Alcyon,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
MS76,,Morane-Saulnier,MS.760 Paris,L2J,L,,,,,,,,,,,,,,,,,,,,,,,,,
MSAI,,Morane-Saulnier,AI,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
NMCU,,ENAER,Ñamcú,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
O1,,Cessna,O-1 Bird Dog,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
O3,,Lockheed,YO-3 Quiet Star,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P2,,Lockheed,P-2 Neptune,L2P,M,,,,,,,,,,,,,,,,,,,,,,,,,
P210,,Cessna,P210 Pressurized Centurion,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P28A,,Piper,PA-28-100 Cherokee,L1P,L,,,,60,,,,,,,,,,,,,,,,,,,,,
P28B,,Piper,PA-28-200 Cherokee,L1P,L,,,,62,,,,,,,,,,,,,,,,,,,,,
P28R,,Piper,PA-28R Arrow,L1P,L,,,,73,,,,,,,,,,,,,,,,,,,,,
P28S,,Piper,PA-28R Turbo Arrow III,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P28T,,Piper,PA-28RT Arrow IV,L1P,L,,,,73,,,,,,,,,,,,,,,,,,,,,
P28U,,Piper,PA-28RT Turbo Arrow IV,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P3,,Lockheed,P-3 Orion,L4T,M,,,,134,,,,,,,,,,,,,,,,,,,,,
P32R,,Piper,PA-32R Lance/Saratoga,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P32T,,Piper,PA-32 Lance II,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P337,,Cessna,P337 Pressurized Skymaster,L2P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P38,,Lockheed,P-38 Lightning,L2P,M,,,,,,,,,,,,,,,,,,,,,,,,,
P39,,Bell,P-39 Airacobra,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P46T,,Piper,PA-46 Malibu,L1T,L,,,,75,,,,,,,,,,,,,,,,,,,,,
P61,,Northrop,P-61 Black Widow,L2P,M,,,,,,,,,,,,,,,,,,,,,,,,,
P63,,Bell,P-63 Kingcobra,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
P8,,Boeing,P-8A Poseidon,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
PA11,,Piper,PA-11 Cub Special,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA12,,Piper,PA-12 Super Cruiser,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA14,,Piper,PA-14 Family Cruiser,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA15,,Piper,PA-15 Vagabond,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA16,,Piper,PA-16 Clipper,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA17,,Piper,PA-17 Vagabond,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA18,,Piper,PA-18 Super Cub,L1P,L,,,,48,,,,,,,,,,,,,,,,,,,,,
PA20,,Piper,PA-20 Pacer,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA22,,Piper,PA-22 Colt/Tri-Pacer,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA23,,Piper,PA-23 Apache,L2P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA24,,Piper,PA-24 Comanche,L1P,L,,,,75,,,,,,,,,,,,,,,,,,,,,
PA25,,Piper,PA-25 Pawnee,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA27,,Piper,PA-23 Aztec,L2P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA30,,Piper,PA-30 Twin Comanche,L2P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA31,PA2,Piper,PA-31 Navajo,L2P,L,,,,79,,,,,,,,,,,,,,,,,,,,,
PA32,,Piper,PA-32 Cherokee Six/Saratoga,L1P,L,,,,78,,,,,,,,,,,,,,,,,,,,,
PA34,,Piper,PA-34 Seneca,L2P,L,,,,81,,,,,,,,,,,,,,,,,,,,,
PA36,,Piper,PA-36 Pawnee Brave,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA38,,Piper,PA-38 Tomahawk,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PA44,,Piper,PA-44 Seminole,L2P,L,,,,66,,,,,,,,,,,,,,,,,,,,,
PA46,PAG,Piper,PA-46 Malibu,L1P,L,,,,75,,,,,,,,,,,,,,,,,,,,,
PA47,,Piper,PA-47 PiperJet,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
PARA,,Generic,Paramotor,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAT4,,Piper,PA-31T3 Cheyenne,L2T,L,,,,100,,,,,,,,,,,,,,,,,,,,,
PAY1,,Piper,PA-31T Cheyenne,L2T,L,,,,92,,,,,,,,,,,,,,,,,,,,,
PAY2,,Piper,PA-31T Cheyenne II,L2T,L,,,,98,,,,,,,,,,,,,,,,,,,,,
PAY3,,Piper,PA-42 Cheyenne III,L2T,L,,,,113,,,,,,,,,,,,,,,,,,,,,
PAY4,,Piper,PA-42 Cheyenne IV,L2T,L,,,,109,,,,,,,,,,,,,,,,,,,,,
PC12,PL2,Pilatus,PC-12,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
PC21,,Pilatus,PC-21,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
PC24,PL4,Pilatus,PC-24,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
PC6P,,Pilatus,PC-6 Porter,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PC6T,PL6,Pilatus,PC-6 Turbo Porter,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
PC7,,Pilatus,PC-7 Turbo Trainer,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
PC9,,Pilatus,PC-9,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
PILL,,ENAER,T-35 Pillán,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PP2,,Pilatus,P-2,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
PP3,,Pilatus,P-3,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
Q4,,Northrop Grumman,RQ-4 Global Hawk,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
R135,,Boeing,RC-135,L4J,H,,,,,,,,,,,,,,,,,,,,,,,,,
R4,,Sikorsky,R-4 Hoverfly,H1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
R721,,Boeing,727-100RE Super 27,L3J,M,,,,,,,,,,,,,,,,,,,,,,,,,
R722,,Boeing,727-200RE Super 27,L3J,M,,,,,,,,,,,,,,,,,,,,,,,,,
RALL,,Morane-Saulnier,Rallye,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
RFAL,,Dassault,Rafale,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
RJ1H,AR1,Avro,RJ-100 Avroliner,L4J,M,35000,,,121,404,426,,,,8.61,26.19,77.30,26.34,,,11728,2090,,23820,,32817,34700,34473,29483,https://www.easa.europa.eu/document-library/type-certificates/aircraft-cs-25-cs-22-cs-23-cs-vla-cs-lsa/easaa182
RJ70,AR7,Avro,RJ-70 Avroliner,L4J,M,35000,,,122,404,426,,,,8.61,28.55,77.30,26.34,,,11728,1970,,24600,,35153,40823,40596,32204,https://www.easa.europa.eu/document-library/type-certificates/aircraft-cs-25-cs-22-cs-23-cs-vla-cs-lsa/easaa182
RJ85,AR8,Avro,RJ-85 Avroliner,L4J,M,35000,,,123,404,426,,,,8.61,31.00,77.30,26.34,,,11728,1800,,25640,,37648,43318,43091,35153,https://www.easa.europa.eu/document-library/type-certificates/aircraft-cs-25-cs-22-cs-23-cs-vla-cs-lsa/easaa182
S108,,Stinson,108,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S22T,,Cirrus,SR22T,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S2P,,Grumman,S-2 Tracker,L2P,M,,,,,,,,,,,,,,,,,,,,,,,,,
S2T,,Grumman,S-2 Turbo Tracker,L2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
S3,,Lockheed,S-3 Viking,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
S330,,Schweizer,S-333,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
S38,,Sikorsky,S-38,A2P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S39,,Sikorsky,S-39,A1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S434,,Sikorsky,S-434,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
S51,,Sikorsky,H-5,H1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S52,,Sikorsky,S-52,H1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S55P,,Sikorsky,S-55/H-19 Chickasaw,H1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S55T,,Sikorsky,S-55T,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
S58P,,Sikorsky,S-58/H-34,H1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
S58T,S58,Sikorsky,S-58T,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
S61,S61,Sikorsky,S-61/SH-3 Sea King,H2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
S61R,,Sikorsky,S-61R/HH-3 Pelican,H2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
S62,,Sikorsky,S-62/HH-52 Seaguard,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
S64,,Sikorsky,S-64 Skycrane/CH-54 Tarhe,H2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
S76,S76,Sikorsky,S-76/H-76 Eagle,H2T,L,,,,,,,,,,,,,,,,,,,,,,,,,
S92,S92,Sikorsky,S-92/H-92 Superhawk,H2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
S97,,Sikorsky,S-97 Raider,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
SAVA,,Sadler,Vampire,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
SBD,,Douglas,SBD Dauntless,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
SF50,,Cirrus,SF50 Vision,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
SGUP,,Aero Spacelines,B377SGT Super Guppy,L4T,L,,,,,,,,,,,,,,,,,,,,,,,,,
SHAC,,Avro,696 Shackleton,L4P,M,,,,,,,,,,,,,,,,,,,,,,,,,
SHIP,,Generic,Airship,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMB2,,Dassault,Super Mystère B2,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
SR20,,Cirrus,SR20,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
SR22,,Cirrus,SR22,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
SR71,,Lockheed,SR-71 Blackbird,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
ST75,,Boeing-Stearman,Model 75,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
SUCO,,Bell,YAH-63 SuperCobra,H2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
T134,TU3,Tupolev,Tu-134,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
T144,,Tupolev,Tu-144,L4J,H,,,,,,,,,,,,,,,,,,,,,,,,,
T154,TU5,Tupolev,Tu-154,L3J,M,,,,,,,,,,,,,,,,,,,,,,,,,
T160,,Tupolev,Tu-160,L4J,H,,,,,,,,,,,,,,,,,,,,,,,,,
T204,T20,Tupolev,Tu-204,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
T206,,Cessna,T206 Turbo Stationair,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
T210,,Cessna,T210 Turbo Centurion,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
T22M,,Tupolev,Tu-22M,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
T28,,North American,T-28 Trojan,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
T33,,Lockheed,T-33 Shooting Star,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
T334,,Tupolev,Tu-334,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
T34P,,Beechcraft,T-34 Mentor,L1P,L,,,,69,,,,,,,,,,,,,,,,,,,,,
T34T,,Beechcraft,T-34C Turbo Mentor,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
T37,,Cessna,T-37 Tweet,L2J,L,,,,,,,,,,,,,,,,,,,,,,,,,
T38,,Northrop,T-38 Talon,L2J,L,,,,,,,,,,,,,,,,,,,,,,,,,
T50,,Cessna,T-50,L2P,L,,,,,,,,,,,,,,,,,,,,,,,,,
TBM,,Grumman,TBM Avenger,L1P,M,,,,,,,,,,,,,,,,,,,,,,,,,
TCAT,,Grumman,F7F Tigercat,L2P,M,,,,,,,,,,,,,,,,,,,,,,,,,
TIGR,,Airbus Helicopters,Tigre,H2T,L,,,,,,,,,,,,,,,,,,,,,,,,,
TPIL,,ENAER,T-35DT Turbo Pillán,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
TU16,,Tupolev,Tu-16,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
TU22,,Tupolev,Tu-22,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
TU4,,Tupolev,Tu-4,L4T,M,,,,,,,,,,,,,,,,,,,,,,,,,
TU95,,Tupolev,Tu-95,L4T,H,,,,,,,,,,,,,,,,,,,,,,,,,
TUCA,,Embraer,EMB-312 Tucano,L1T,L,,,,87,,,,,,,,,,,,,,,,,,,,,
TUTR,,Avro,621 Tutor,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
U16,,Grumman,HU-16 Albatross,A2P,M,,,,,,,,,,,,,,,,,,,,,,,,,
U2,,Lockheed,U-2,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
U21,,Beechcraft,U-21 Ute,L2T,L,,,,,,,,,,,,,,,,,,,,,,,,,
UH1,,Bell,204/UH-1 Iroquois,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
UH1Y,,Bell,UH-1Y Venom,H2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
UHEL,,Generic,Ultralight helicopter,,,,,,,,,,,,,,,,,,,,,,,,,,,
ULAC,,Generic,Ultralight aircraft,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1,,Grumman,OV-1 Mohawk,L2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
V22,,Bell/Boeing,V-22 Osprey,T2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
VAMP,,De Havilland,DH-100 Vampire,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
VC10,,Vickers,VC-10,L4J,H,,,,,,,,,,,,,,,,,,,,,,,,,
VF35,,Lockheed Martin,F-35B Lightning II,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
VNOM,,De Havilland,DH-112 Venom,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
WCAT,,Grumman,F4F Wildcat,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
WSP,,Australian Aircraft Kits,Wasp,L1P,L,,,,46,,,,,,,,,,,,,,,,,,,,,
X2,,Sikorsky,X-2,H1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
X29,,Grumman,X-29,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
X32,,Boeing,X-32,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
X47B,,Northrop Grumman,X-47B,L1J,M,,,,,,,,,,,,,,,,,,,,,,,,,
X49,,Piasecki,X-49 SpeedHawk,H2T,M,,,,,,,,,,,,,,,,,,,,,,,,,
X55,,Lockheed Martin,X-55 ACCA,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
XV15,,Bell,XV-15,T2T,L,,,,,,,,,,,,,,,,,,,,,,,,,
Y112,,Yakovlev,Yak-112,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
Y130,,Yakovlev,Yak-130,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
Y141,,Yakovlev,Yak-141,L3J,M,,,,,,,,,,,,,,,,,,,,,,,,,
Y18T,,Yakovlev,Yak-18T,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YAK3,,Yakovlev,Yak-3,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YAK9,,Yakovlev,Yak-9,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK11,,Yakovlev,Yak-11,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK12,,Yakovlev,Yak-12,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK18,,Yakovlev,Yak-18,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK28,,Yakovlev,Yak-28,L2J,M,,,,,,,,,,,,,,,,,,,,,,,,,
YK30,,Yakovlev,Yak-30,L1J,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK38,,Yakovlev,Yak-38,L3J,M,,,,,,,,,,,,,,,,,,,,,,,,,
YK40,YK4,Yakovlev,Yak-40,L3J,M,,,,,,,,,,,,,,,,,,,,,,,,,
YK42,YK2,Yakovlev,Yak-42,L3J,M,,,,,,,,,,,,,,,,,,,,,,,,,
YK50,,Yakovlev,Yak-50,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK52,,Yakovlev,Yak-52,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK53,,Yakovlev,Yak-53,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK54,,Yakovlev,Yak-54,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK55,,Yakovlev,Yak-55,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
YK58,,Yakovlev,Yak-58,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
Z22,,Zlín,Z-22 Junak,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
Z26,,Zlín,Z-26 Trener,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
Z37P,,Zlín,Z-37 Čmelák,L1P,L,,,,,,,,,,,,,,,,,,,,,,,,,
Z37T,,Zlín,Z-37T Agro-Turbo,L1T,L,,,,,,,,,,,,,,,,,,,,,,,,,
